question,label
"Canadian physician Sir William Osler once said, ""In Science the credit goes to the man who convinces the world, not to the man to whom the idea first occurred."" How does this quote apply to scientific knowledge? (A) Famous scientists have the best ideas. (B) Ideas must be communicated to the public (C) In order to be important, ideas must be believable. (D) The results are less important than the ideas in an experiment.",REPORT
Which part of a plant cell is responsible for controlling the activities of the other parts of the cell? (A) Vacuole (B) Nucleus (C) Cell wall (D) Chloroplast,NUCLEUS
Which process has most likely occurred when new traits appear in a species? (A) selective breeding (B) genetic mutation (C) crossbreeding (D) cloning,MUTATION
What would be the result of adding one proton to an atom? (A) one electron would be added (B) the atomic number would change (C) the total mass of the atom would decrease (D) the electrical charge would become neutral,atomic
"When lightning occurs, it heats the surrounding air. The hot air expands and produces thunder. The energy of the lightning is converted to which type of energy to produce thunder? (A) gravitational (B) mechanical (C) nuclear (D) radiant",WEATHER
A sample of the element copper is divided into the smallest particles possible such that each particle is still copper. Each particle can best be described as (A) an atom. (B) a molecule. (C) a nucleus. (D) an electron.,periodic table
A student must explain the role of dead leaves in the ecosystem. Which statement will the student most likely provide to explain the importance of these leaves? (A) The leaves provide shelter to growing seeds. (B) The decay of the leaves provides nutrients to other plants. (C) The leaves release chlorophyll into the grass as they decay. (D) The leaves prevent fungus from growing at the base of the tree.,NITROGEN cycleLE
Which is the best conductor of electricity? (A) air (B) glass (C) water (D) wood,ELECCOND
"Particle accelerators, such as the Large Hadron Collider in Europe, accelerate subatomic particles to great speeds. These particles move in opposite directions at nearly the speed of light and collide into one another to simulate conditions that were present as the universe formed. Which property of matter in the initial moments of the universe are these accelerators designed to simulate? (A) low density (B) high energy (C) massive nuclei (D) circular movement",DEVICES
"To use energy from the Sun to power household appliances, the solar energy must be converted to (A) heat energy. (B) light energy. (C) nuclear energy. (D) electrical energy.",GENERATE
Which process turns a large rock into a pile of smaller stones? (A) deposition (B) sedimentation (C) fossilizing (D) weathering,WEATHERING
"If an experiment results in data that do not support the hypothesis, what is the most likely step to take next? (A) Change the data to support the hypothesis. (B) Perform the experiment without using control groups. (C) Make observations and form another testable hypothesis. (D) Perform the experiment using a larger number of variables.",VERIFication
Sea stars are consumers that live in a tide pool ecosystem that is alternately submerged and exposed by tides. This type of ecosystem contains poisonous anemones and many species of shellfish. The sea star's advantage in this ecosystem is that it can (A) pry open shells. (B) produce a tiny light. (C) move quickly along the sea bottom. (D) survive the pressurized atmosphere of deep water.,HUNT
Which would cause the most soil to erode from a river bank in just a few days? (A) animals climbing up the river bank (B) acid rain falling onto the river bank (C) heat from the sun drying the river bank (D) water from a flood flowing over the river bank,erosion
Which mixture can be separated into its ingredients? (A) potato chips (B) chocolate cake (C) fruit salad (D) scrambled eggs,SEPHETERO
Many desert animals are only active at night. How does being active only at night most help them survive in a hot desert climate? (A) They can see insects that light up at night. (B) Their bodies lose less water in the cool night air. (C) They are able to find more plant food by moonlight. (D) Their bodies absorb sunlight in the daytime while they sleep.,BEHAV
The Miami Blue butterfly is an endangered species in South Florida. Which factor has most likely caused the population decline of this butterfly? (A) increase in the number of parks (B) decline in the amount of seawater (C) increase in number of homes built (D) decline in the amount of predators,habitat destruction
Which of the following manufactured products can be produced using petroleum as a raw material? (A) plastic soda bottles (B) aluminum cans (C) porcelain cups (D) copper pot,OIL
The waves that are produced by a person's voice are similar to the waves produced by an earthquake because both are (A) caused by physical vibrations. (B) moved by the force of gravity. (C) types of electromagnetic waves. (D) of the same frequency.,GENERICPROP
Materials that let electrons flow very easily from one atom to another (A) are called insulators. (B) are called conductors. (C) are called non-metals. (D) are called resistors.,ELECCOND
"Hydrochloric acid is added to a beaker containing a piece of zinc. As a result, zinc chloride is formed and hydrogen gas is released. This is an example of (1) a chemical reaction (2) a physical change (3) photosynthesis (4) evaporation",CHEMREACT
What is the most likely effect of a drought on a population of frogs that live in a shallow swamp? (A) only younger frogs will survive (B) the number of predators will increase (C) decrease in frog population as water evaporates (D) increase in frog population as more land is exposed,animal
A student is measuring the speed at which a ball rolls down a ramp. Which unit of measurement is the student most likely using to describe the speed of the ball? (A) meter per liter (B) seconds per gram (C) milligrams per liter (D) centimeters per second,instruments
"The chemical symbol for niobium is Nb. Based on its symbol, what can be concluded about niobium? (A) Niobium is a compound. (B) Niobium is an element. (C) Niobium is a metal. (D) Niobium is a mixture.",periodic table
